@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 28\nSize of the tree: 55\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

seeds,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,189,21,20,1,0,95.238095,4.761905,0,0.928571,0.048091,0.179974,10.820457,38.178294,33.284213,1074.757892,-1041.47368,1.584963,51.178947,-49.593985,30.356395,1.445543,1915.275297,1,7,0.071429,1,0.928571,13,0,0,0.875,1,0.933333,0.901388,0.933673,0.821429,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.952137,0.931938,0.954082,0.90873,0.952137,0.952381,0.001,0,0,0,0,0,5106,18957,3333,95.238095,38.095238,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6,?
teaching_assisstant,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,135,16,10,6,0,62.5,37.5,0,0.431953,0.239815,0.401492,53.995015,85.220555,25.331783,1086.164526,-1060.832743,1.583236,67.885283,-66.302046,13.089589,0.818099,825.979568,0.6,3,0.181818,2,0.818182,9,0.4,2,0.6,0.6,0.6,0.418182,0.890909,0.783333,0.625,0.188636,0.811364,0.375,0.611607,0.625,0.61485,0.435442,0.830398,0.700632,0.604558,0.625,0.001,0,0,0,0,0,15742,11907,2744,93.75,62.5,'Number of leaves: 32\nSize of the tree: 63\n',63,32,32,?
teaching_assisstant,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,11,4,0,73.333333,26.666667,0,0.594595,0.225229,0.411739,50.712955,87.403628,23.744525,2156.718645,-2132.97412,1.582968,143.781243,-142.198275,13.174877,0.878325,831.281236,0.5,2,0.090909,1,0.909091,10,0.5,2,0.666667,0.5,0.571429,0.452267,0.727273,0.507143,0.733333,0.135354,0.864646,0.266667,0.735873,0.733333,0.721068,0.603521,0.813199,0.677672,0.710678,0.733333,0.001,0,0,0,0,0,16146,11984,2667,86.666667,55.555556,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33,?
teaching_assisstant,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,9,6,0,60,40,0,0.4,0.299933,0.49072,67.484848,104.078475,23.782228,4303.309739,-4279.52751,1.585482,286.887316,-285.301834,9.59686,0.639791,605.693563,0.6,3,0.1,1,0.9,9,0.4,2,0.75,0.6,0.666667,0.533002,0.78,0.616667,0.6,0.2,0.8,0.4,0.638889,0.6,0.594017,0.421507,0.713333,0.547778,0.594017,0.6,0.001,0,0,0,0,0,13722,11984,2667,73.333333,57.777778,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27,?
teaching_assisstant,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,7,8,0,46.666667,53.333333,0,0.2,0.373333,0.548127,84,116.25428,23.782228,5379.557525,-5355.775297,1.585482,358.637168,-357.051686,5.638236,0.375882,355.850043,0.6,3,0.5,5,0.5,5,0.4,2,0.375,0.6,0.461538,0.094491,0.53,0.408333,0.466667,0.266667,0.733333,0.533333,0.486111,0.466667,0.459402,0.209164,0.593333,0.507143,0.459402,0.466667,0,0,0,0,0,0,13318,11984,2667,66.666667,60,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26,?
teaching_assisstant,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,10,5,0,66.666667,33.333333,0,0.5,0.265782,0.428121,59.800866,90.801825,23.782228,2157.314456,-2133.532227,1.585482,143.820964,-142.235482,11.361541,0.757436,717.069127,0.6,3,0.2,2,0.8,8,0.4,2,0.6,0.6,0.6,0.4,0.7,0.733333,0.666667,0.166667,0.833333,0.333333,0.7,0.666667,0.678114,0.513826,0.806667,0.714762,0.678114,0.666667,0,0.001,0,0,0,0,14934,11984,2667,86.666667,64.444444,'Number of leaves: 30\nSize of the tree: 59\n',59,30,30,?
teaching_assisstant,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,9,6,0,60,40,0,0.4,0.322751,0.492096,72.619048,104.370367,23.782228,3233.180432,-3209.398204,1.585482,215.545362,-213.95988,8.54056,0.569371,539.026529,1,5,0.3,3,0.7,7,0,0,0.625,1,0.769231,0.661438,0.78,0.567857,0.6,0.2,0.8,0.4,0.597222,0.6,0.571225,0.409397,0.68,0.51119,0.571225,0.6,0.001,0,0,0,0,0,15742,11984,2667,80,57.777778,'Number of leaves: 32\nSize of the tree: 63\n',63,32,32,?
teaching_assisstant,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,7,8,0,46.666667,53.333333,0,0.2,0.327303,0.500143,73.64322,106.077042,23.782228,2163.022961,-2139.240733,1.585482,144.201531,-142.616049,7.436926,0.495795,469.372091,0.2,1,0.2,2,0.8,8,0.8,4,0.333333,0.2,0.25,0,0.75,0.495238,0.466667,0.266667,0.733333,0.533333,0.434921,0.466667,0.438889,0.190819,0.753333,0.630952,0.438889,0.466667,0.001,0,0,0,0,0,12510,11984,2667,86.666667,60,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24,?
teaching_assisstant,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,11,4,0,73.333333,26.666667,0,0.6,0.220741,0.405337,49.666667,85.969327,23.782228,2155.943416,-2132.161188,1.585482,143.729561,-142.144079,13.340453,0.889364,841.965626,0.8,4,0.2,2,0.8,8,0.2,1,0.666667,0.8,0.727273,0.57735,0.86,0.694444,0.733333,0.133333,0.866667,0.266667,0.777778,0.733333,0.734848,0.620602,0.836667,0.748148,0.734848,0.733333,0,0,0,0,0,0,14126,11984,2667,86.666667,55.555556,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28,?
teaching_assisstant,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,10,5,0,66.666667,33.333333,0,0.5,0.244929,0.424736,55.109127,90.08387,23.782228,2156.602884,-2132.820656,1.585482,143.773526,-142.188044,11.990568,0.799371,756.769388,0.8,4,0.2,2,0.8,8,0.2,1,0.666667,0.8,0.727273,0.57735,0.82,0.676667,0.666667,0.166667,0.833333,0.333333,0.666667,0.666667,0.651515,0.502751,0.82,0.688651,0.651515,0.666667,0.001,0,0,0,0,0,13722,11984,2667,86.666667,55.555556,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27,?
teaching_assisstant,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170502.181,136,15,6,9,0,40,60,0,0.1,0.412896,0.546968,92.901515,116.008512,23.782228,3239.016957,-3215.234729,1.585482,215.934464,-214.348982,3.952715,0.263514,249.470554,0.2,1,0.2,2,0.8,8,0.8,4,0.333333,0.2,0.25,0,0.56,0.390256,0.4,0.3,0.7,0.6,0.402778,0.4,0.385328,0.102564,0.573333,0.403974,0.385328,0.4,0.001,0,0,0,0,0,13722,11984,2667,80,68.888889,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27,?
planning_relax,1,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20170502.181,163,19,15,4,0,78.947368,21.052632,0,0.40625,0.369474,0.421738,87.816528,90.529327,17.158229,14.709339,2.44889,0.903065,0.774176,0.128889,2.018756,0.10625,234.201661,1,13,0.666667,4,0.333333,2,0,0,0.764706,1,0.866667,0.504878,0.692308,0.823978,0.789474,0.45614,0.54386,0.210526,0.839009,0.789474,0.750877,0.504878,0.692308,0.770437,0.683333,0.789474,0.035,0.001,0.03125,0,31.25,0,345436,23272,4120,100,100,?,?,?,?,-1
planning_relax,1,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20170502.181,163,19,13,6,0,68.421053,31.578947,0,0.109375,0.432105,0.49653,102.702805,106.583957,17.158229,19.624664,-2.466435,0.903065,1.032877,-0.129812,-1.534099,-0.080742,-177.975204,0.923077,12,0.833333,5,0.166667,1,0.076923,1,0.705882,0.923077,0.8,0.135929,0.384615,0.615662,0.684211,0.594467,0.405533,0.315789,0.640867,0.684211,0.626316,0.135929,0.384615,0.549834,0.525,0.684211,0.031,0.001,0.03125,0,31.25,0,335183,23272,4120,100,100,?,?,?,?,-1
planning_relax,1,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20170502.181,164,18,12,6,0,66.666667,33.333333,0,0.052632,0.439444,0.489665,108.159802,109.288675,15.351538,18.117755,-2.766217,0.852863,1.006542,-0.153679,-2.897514,-0.160973,-333.957654,0.846154,11,0.8,4,0.2,1,0.153846,2,0.733333,0.846154,0.785714,0.05547,0.392308,0.682458,0.666667,0.620513,0.379487,0.333333,0.622222,0.666667,0.636905,0.05547,0.392308,0.604951,0.517857,0.666667,0.033,0,0.03125,0,31.25,0,336576,23405,3987,100,100,?,?,?,?,-1
planning_relax,1,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20170502.181,164,18,13,5,0,72.222222,27.777778,0,0,0.448889,0.497985,110.484349,111.145488,15.351538,19.056807,-3.70527,0.852863,1.058712,-0.205848,-2.91991,-0.162217,-336.538874,1,13,1,5,0,0,0,0,0.722222,1,0.83871,0,0.3,0.626345,0.722222,0.722222,0.277778,0.277778,0.521605,0.722222,0.605735,0,0.3,0.522206,0.419355,0.722222,0.031,0,0.03125,0,31.25,0,339199,23405,3987,100,100,?,?,?,?,-1
planning_relax,1,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20170502.181,164,18,13,5,0,72.222222,27.777778,0,0,0.430556,0.501437,105.971993,111.915941,15.351538,19.207097,-3.855559,0.852863,1.067061,-0.214198,-2.050721,-0.113929,-236.359134,1,13,1,5,0,0,0,0,0.722222,1,0.83871,0,0.292308,0.695458,0.722222,0.722222,0.277778,0.277778,0.521605,0.722222,0.605735,0,0.292308,0.567568,0.419355,0.722222,0.033,0.001,0.03125,0,31.25,0,337454,23405,3987,100,97.222222,?,?,?,?,-1
